location_name,data_date,submitted_date,Province,District,malaria_rdt_0-4,malaria_rdt_5-14,malaria_rdt_15,malaria_tot,newid
Facility 58,2019-06-02,2019-06-03,Sofala,Nhamatanda,4,0,9,13,58
Facility 58,2019-06-01,2019-06-03,Sofala,Nhamatanda,6,1,4,11,58
Facility 58,2019-05-31,2019-06-03,Sofala,Nhamatanda,0,20,20,40,58
Facility 58,2019-05-30,2019-06-03,Sofala,Nhamatanda,0,5,20,25,58
Facility 58,2019-05-29,2019-06-03,Sofala,Nhamatanda,0,10,15,25,58
Facility 58,2019-05-28,2019-06-03,Sofala,Nhamatanda,0,10,40,50,58
Facility 58,2019-05-27,2019-06-03,Sofala,Nhamatanda,7,2,29,38,58
Facility 58,2019-05-26,2019-06-03,Sofala,Nhamatanda,38,9,20,67,58
Facility 58,2019-05-25,2019-06-03,Sofala,Nhamatanda,25,0,60,85,58
Facility 40,2019-06-02,2019-06-03,Sofala,Buzi,0,0,0,0,40
Facility 58,2019-05-24,2019-06-03,Sofala,Nhamatanda,13,2,29,44,58
Facility 40,2019-06-01,2019-06-03,Sofala,Buzi,3,2,4,9,40
Facility 58,2019-05-22,2019-06-03,Sofala,Nhamatanda,15,8,65,88,58
Facility 46,2019-06-02,2019-06-03,Sofala,Dondo,0,0,0,0,46
Facility 46,2019-06-01,2019-06-03,Sofala,Dondo,0,0,0,0,46
Facility 12,2019-06-02,2019-06-03,Sofala,Dondo,66,47,75,188,12
Facility 23,2019-06-02,2019-06-03,Sofala,Dondo,0,0,0,0,23
Facility 27,2019-06-02,2019-06-03,Sofala,Nhamatanda,0,0,0,0,27
Facility 23,2019-06-01,2019-06-03,Sofala,Dondo,0,0,0,0,23
Facility 23,2019-05-31,2019-06-03,Sofala,Dondo,2,4,7,13,23
Facility 27,2019-06-01,2019-06-03,Sofala,Nhamatanda,0,0,0,0,27
Facility 23,2019-05-30,2019-06-03,Sofala,Dondo,16,2,19,37,23
Facility 27,2019-05-31,2019-06-03,Sofala,Nhamatanda,3,8,7,18,27
Facility 23,2019-05-29,2019-06-03,Sofala,Dondo,12,10,10,32,23
Facility 46,2019-05-31,2019-06-03,Sofala,Dondo,7,3,13,23,46
Facility 29,2019-06-02,2019-06-03,Sofala,Dondo,4,7,5,16,29
Facility 15,2019-06-03,2019-06-03,Sofala,Buzi,0,0,0,0,15
Facility 15,2019-06-02,2019-06-03,Sofala,Buzi,0,0,1,1,15
Facility 46,2019-05-30,2019-06-03,Sofala,Dondo,2,5,13,20,46
Facility 8,2019-06-02,2019-06-03,Sofala,Beira,0,0,0,0,8
Facility 41,2019-06-02,2019-06-03,Sofala,Buzi,4,1,13,18,41
Facility 8,2019-06-01,2019-06-03,Sofala,Beira,0,0,0,0,8
Facility 42,2019-05-31,2019-06-03,Sofala,Dondo,6,2,2,10,42
Facility 8,2019-05-31,2019-06-03,Sofala,Beira,5,1,8,14,8
Facility 8,2019-05-30,2019-06-03,Sofala,Beira,7,0,0,7,8
Facility 55,2019-06-02,2019-06-03,Sofala,Beira,6,0,5,11,55
Facility 55,2019-06-01,2019-06-03,Sofala,Beira,15,2,24,41,55
Facility 55,2019-05-31,2019-06-03,Sofala,Beira,7,3,25,35,55
Facility 26,2019-06-02,2019-06-03,Sofala,Beira,0,0,0,0,26
Facility 16,2019-06-02,2019-06-03,Sofala,Buzi,2,0,2,4,16
Facility 26,2019-06-01,2019-06-03,Sofala,Beira,0,0,0,0,26
Facility 3,2019-06-03,2019-06-03,Sofala,Dondo,0,0,0,0,3
Facility 28,2019-06-02,2019-06-03,Sofala,Nhamatanda,0,2,1,3,28
Facility 7,2019-05-30,2019-06-02,Sofala,Nhamatanda,11,8,20,39,7
Facility 34,2019-06-02,2019-06-02,Sofala,Dondo,0,0,0,0,34
Facility 47,2019-06-01,2019-06-02,Sofala,Buzi,2,1,7,10,47
Facility 18,2019-06-02,2019-06-02,Sofala,Beira,0,0,0,0,18
Facility 43,2019-05-20,2019-06-02,Sofala,Dondo,9,7,10,26,43
Facility 43,2019-05-19,2019-06-02,Sofala,Dondo,5,7,13,25,43
Facility 43,2019-05-18,2019-06-02,Sofala,Dondo,5,8,6,19,43
Facility 43,2019-05-17,2019-06-02,Sofala,Dondo,7,9,11,27,43
Facility 43,2019-05-16,2019-06-02,Sofala,Dondo,0,0,0,0,43
Facility 43,2019-05-15,2019-06-02,Sofala,Dondo,9,4,10,23,43
Facility 43,2019-05-14,2019-06-02,Sofala,Dondo,8,5,11,24,43
Facility 21,2019-05-20,2019-05-20,Sofala,Beira,15,15,5,35,21
Facility 13,2019-05-19,2019-05-20,Sofala,Beira,0,0,0,0,13
Facility 13,2019-05-18,2019-05-20,Sofala,Beira,0,0,0,0,13
Facility 40,2019-05-19,2019-05-20,Sofala,Buzi,0,0,0,0,40
Facility 36,2019-05-19,2019-05-20,Sofala,Dondo,0,0,0,0,36
Facility 36,2019-05-18,2019-05-20,Sofala,Dondo,0,0,0,0,36
Facility 36,2019-05-17,2019-05-20,Sofala,Dondo,8,7,7,22,36
Facility 32,2019-05-17,2019-05-20,Sofala,Nhamatanda,6,8,19,33,32
Facility 16,2019-05-19,2019-05-20,Sofala,Buzi,5,0,1,6,16
Facility 15,2019-05-19,2019-05-20,Sofala,Buzi,4,6,4,14,15
Facility 9,2019-05-19,2019-05-20,Sofala,Nhamatanda,0,0,0,0,9
Facility 3,2019-05-20,2019-05-20,Sofala,Dondo,0,0,0,0,3
Facility 27,2019-05-19,2019-05-20,Sofala,Nhamatanda,0,0,0,0,27
Facility 27,2019-05-18,2019-05-20,Sofala,Nhamatanda,0,0,0,0,27
Facility 26,2019-05-19,2019-05-20,Sofala,Beira,0,0,0,0,26
Facility 27,2019-05-17,2019-05-20,Sofala,Nhamatanda,7,10,8,25,27
Facility 27,2019-05-16,2019-05-20,Sofala,Nhamatanda,5,6,6,17,27
Facility 55,2019-05-19,2019-05-20,Sofala,Beira,10,1,20,31,55
Facility 34,2019-05-19,2019-05-20,Sofala,Dondo,0,0,0,0,34
Facility 1,2019-05-19,2019-05-20,Sofala,Nhamatanda,12,10,21,43,1
Facility 4,2019-05-18,2019-05-20,Sofala,Beira,5,10,26,41,4
Facility 50,2019-05-19,2019-05-20,Sofala,Nhamatanda,9,2,4,15,50
Facility 50,2019-05-18,2019-05-20,Sofala,Nhamatanda,23,19,12,54,50
Facility 14,2019-05-19,2019-05-19,Sofala,Dondo,0,0,0,0,14
Facility 14,2019-05-18,2019-05-19,Sofala,Dondo,0,0,0,0,14
Facility 38,2019-05-19,2019-05-19,Sofala,Beira,0,0,0,0,38
Facility 20,2019-05-17,2019-05-18,Sofala,Buzi,21,7,28,56,20
Facility 7,2019-05-17,2019-05-18,Sofala,Nhamatanda,30,16,28,74,7
Facility 3,2019-05-18,2019-05-18,Sofala,Dondo,11,9,15,35,3
Facility 1,2019-05-17,2019-05-18,Sofala,Nhamatanda,21,16,39,76,1
Facility 15,2019-05-17,2019-05-18,Sofala,Buzi,14,20,23,57,15
Facility 38,2019-05-18,2019-05-18,Sofala,Beira,0,0,0,0,38
Facility 53,2019-05-18,2019-05-18,Sofala,Beira,3,0,3,6,53
Facility 53,2019-05-17,2019-05-18,Sofala,Beira,23,5,6,34,53
Facility 48,2019-05-18,2019-05-18,Sofala,Dondo,0,0,0,0,48
Facility 48,2019-05-17,2019-05-18,Sofala,Dondo,16,11,19,46,48
Facility 38,2019-05-17,2019-05-18,Sofala,Beira,11,0,18,29,38
Facility 5,2019-05-17,2019-05-18,Sofala,Beira,9,7,16,32,5
Facility 21,2019-05-18,2019-05-18,Sofala,Beira,34,8,11,53,21
Facility 9,2019-05-17,2019-05-18,Sofala,Nhamatanda,39,30,34,103,9
Facility 12,2019-05-17,2019-05-18,Sofala,Dondo,33,36,93,162,12
Facility 2,2019-05-17,2019-05-18,Sofala,Beira,15,30,50,95,2
Facility 29,2019-05-17,2019-05-18,Sofala,Dondo,23,16,31,70,29
Facility 26,2019-05-17,2019-05-18,Sofala,Beira,7,6,6,19,26
Facility 13,2019-05-17,2019-05-18,Sofala,Beira,0,0,0,0,13
Facility 18,2019-05-18,2019-05-18,Sofala,Beira,0,0,0,0,18
Facility 45,2019-05-17,2019-05-18,Sofala,Buzi,20,16,39,75,45
Facility 18,2019-05-17,2019-05-18,Sofala,Beira,3,2,6,11,18
Facility 18,2019-05-16,2019-05-18,Sofala,Beira,1,0,6,7,18
Facility 16,2019-05-17,2019-05-18,Sofala,Buzi,20,12,19,51,16
Facility 11,2019-05-17,2019-05-18,Sofala,Nhamatanda,49,24,38,111,11
Facility 50,2019-05-17,2019-05-18,Sofala,Nhamatanda,7,31,38,76,50
Facility 50,2019-05-16,2019-05-18,Sofala,Nhamatanda,39,42,28,109,50
Facility 40,2019-05-17,2019-05-18,Sofala,Buzi,18,8,17,43,40
Facility 24,2019-05-17,2019-05-18,Sofala,Beira,20,11,55,86,24
Facility 22,2019-05-17,2019-05-18,Sofala,Beira,12,5,7,24,22
Facility 57,2019-05-17,2019-05-17,Sofala,Buzi,11,7,11,29,57
Facility 34,2019-05-17,2019-05-17,Sofala,Dondo,12,8,17,37,34
Facility 46,2019-05-17,2019-05-17,Sofala,Dondo,6,2,16,24,46
Facility 4,2019-05-17,2019-05-17,Sofala,Beira,9,5,26,40,4
Facility 14,2019-05-17,2019-05-17,Sofala,Dondo,10,15,16,41,14
Facility 20,2019-05-16,2019-05-17,Sofala,Buzi,6,4,13,23,20
Facility 20,2019-05-15,2019-05-17,Sofala,Buzi,18,3,4,25,20
Facility 11,2019-05-16,2019-05-17,Sofala,Nhamatanda,49,24,38,111,11
Facility 10,2019-05-17,2019-05-17,Sofala,Beira,0,7,21,28,10
Facility 19,2019-05-16,2019-05-17,Sofala,Beira,25,12,47,84,19
Facility 33,2019-05-16,2019-05-17,Sofala,Buzi,3,9,7,19,33
Facility 49,2019-05-16,2019-05-17,Sofala,Dondo,29,50,60,139,49
Facility 29,2019-05-16,2019-05-17,Sofala,Dondo,37,51,24,112,29
Facility 26,2019-05-16,2019-05-17,Sofala,Beira,7,2,12,21,26
Facility 41,2019-05-16,2019-05-17,Sofala,Buzi,4,3,10,17,41
Facility 25,2019-05-16,2019-05-17,Sofala,Beira,4,1,8,13,25
Facility 37,2019-05-16,2019-05-17,Sofala,Beira,28,8,39,75,37
Facility 48,2019-05-16,2019-05-17,Sofala,Dondo,8,8,14,30,48
Facility 7,2019-05-16,2019-05-17,Sofala,Nhamatanda,19,15,29,63,7
Facility 48,2019-05-15,2019-05-17,Sofala,Dondo,7,12,19,38,48
Facility 30,2019-05-17,2019-05-17,Sofala,Beira,7,12,21,40,30
Facility 30,2019-05-16,2019-05-17,Sofala,Beira,9,16,24,49,30
Facility 42,2019-05-16,2019-05-17,Sofala,Dondo,28,9,28,65,42
Facility 21,2019-05-17,2019-05-17,Sofala,Beira,11,6,9,26,21
Facility 42,2019-05-15,2019-05-17,Sofala,Dondo,21,15,36,72,42
Facility 2,2019-05-16,2019-05-17,Sofala,Beira,26,10,54,90,2
Facility 12,2019-05-16,2019-05-17,Sofala,Dondo,85,72,45,202,12
Facility 9,2019-05-16,2019-05-17,Sofala,Nhamatanda,30,22,36,88,9
Facility 60,2019-05-16,2019-05-17,Sofala,Beira,6,12,20,38,60
Facility 53,2019-05-16,2019-05-17,Sofala,Beira,13,3,7,23,53
Facility 53,2019-05-15,2019-05-17,Sofala,Beira,11,0,11,22,53
Facility 24,2019-05-16,2019-05-17,Sofala,Beira,13,16,54,83,24
Facility 15,2019-05-16,2019-05-17,Sofala,Buzi,13,18,37,68,15
Facility 13,2019-05-16,2019-05-17,Sofala,Beira,0,0,0,0,13
Facility 16,2019-05-16,2019-05-17,Sofala,Buzi,12,10,11,33,16
Facility 55,2019-05-16,2019-05-17,Sofala,Beira,21,12,32,65,55
Facility 5,2019-05-16,2019-05-17,Sofala,Beira,23,5,29,57,5
Facility 5,2019-05-15,2019-05-17,Sofala,Beira,23,5,29,57,5
Facility 23,2019-05-16,2019-05-17,Sofala,Dondo,8,12,17,37,23
Facility 3,2019-05-17,2019-05-17,Sofala,Dondo,12,9,12,33,3
Facility 1,2019-05-16,2019-05-17,Sofala,Nhamatanda,28,29,32,89,1
Facility 38,2019-05-16,2019-05-17,Sofala,Beira,5,8,21,34,38
Facility 45,2019-05-16,2019-05-17,Sofala,Buzi,44,76,31,151,45
Facility 51,2019-05-16,2019-05-17,Sofala,Nhamatanda,21,23,27,71,51
Facility 40,2019-05-16,2019-05-17,Sofala,Buzi,5,7,20,32,40
Facility 31,2019-05-16,2019-05-17,Sofala,Dondo,12,18,13,43,31
Facility 11,2019-05-15,2019-05-17,Sofala,Nhamatanda,0,33,34,67,11
Facility 57,2019-05-16,2019-05-16,Sofala,Buzi,7,9,14,30,57
Facility 36,2019-05-16,2019-05-16,Sofala,Dondo,11,12,15,38,36
Facility 36,2019-05-15,2019-05-16,Sofala,Dondo,0,0,0,0,36
Facility 32,2019-05-16,2019-05-16,Sofala,Nhamatanda,20,26,27,73,32
Facility 51,2019-05-15,2019-05-16,Sofala,Nhamatanda,18,1,20,39,51
Facility 34,2019-05-16,2019-05-16,Sofala,Dondo,7,10,6,23,34
Facility 4,2019-05-16,2019-05-16,Sofala,Beira,25,10,23,58,4
Facility 22,2019-05-16,2019-05-16,Sofala,Beira,13,1,14,28,22
Facility 19,2019-05-15,2019-05-16,Sofala,Beira,14,14,19,47,19
Facility 19,2019-05-14,2019-05-16,Sofala,Beira,34,11,33,78,19
Facility 19,2019-05-13,2019-05-16,Sofala,Beira,25,15,52,92,19
Facility 7,2019-05-15,2019-05-16,Sofala,Nhamatanda,22,17,28,67,7
Facility 50,2019-05-15,2019-05-16,Sofala,Nhamatanda,41,50,64,155,50
Facility 40,2019-05-12,2019-05-16,Sofala,Buzi,0,0,0,0,40
Facility 40,2019-05-15,2019-05-16,Sofala,Buzi,14,12,19,45,40
Facility 40,2019-05-13,2019-05-16,Sofala,Buzi,26,32,45,103,40
Facility 40,2019-05-11,2019-05-16,Sofala,Buzi,21,16,21,58,40
Facility 40,2019-05-10,2019-05-16,Sofala,Buzi,31,21,25,77,40
Facility 37,2019-05-15,2019-05-16,Sofala,Beira,4,2,35,41,37
Facility 37,2019-05-15,2019-05-16,Sofala,Beira,4,2,35,41,37
Facility 37,2019-05-15,2019-05-16,Sofala,Beira,4,2,35,41,37
Facility 40,2019-05-09,2019-05-16,Sofala,Buzi,16,5,23,44,40
Facility 40,2019-05-08,2019-05-16,Sofala,Buzi,19,12,21,52,40
Facility 46,2019-05-16,2019-05-16,Sofala,Dondo,12,4,15,31,46
Facility 40,2019-05-07,2019-05-16,Sofala,Buzi,13,13,12,38,40
Facility 40,2019-05-06,2019-05-16,Sofala,Buzi,9,3,12,24,40
Facility 40,2019-05-05,2019-05-16,Sofala,Buzi,0,0,0,0,40
Facility 40,2019-05-04,2019-05-16,Sofala,Buzi,3,3,2,8,40
Facility 26,2019-05-15,2019-05-16,Sofala,Beira,7,2,9,18,26
Facility 41,2019-05-15,2019-05-16,Sofala,Buzi,11,11,24,46,41
Facility 10,2019-05-16,2019-05-16,Sofala,Beira,0,12,27,39,10
Facility 31,2019-05-14,2019-05-16,Sofala,Dondo,17,16,35,68,31
Facility 14,2019-05-16,2019-05-16,Sofala,Dondo,12,3,17,32,14
Facility 33,2019-05-15,2019-05-16,Sofala,Buzi,1,9,4,14,33
Facility 33,2019-05-14,2019-05-16,Sofala,Buzi,1,0,4,5,33
Facility 58,2019-05-15,2019-05-16,Sofala,Nhamatanda,4,0,7,11,58
Facility 58,2019-05-14,2019-05-16,Sofala,Nhamatanda,14,0,35,49,58
Facility 60,2019-05-15,2019-05-16,Sofala,Beira,12,12,20,44,60
Facility 14,2019-05-15,2019-05-16,Sofala,Dondo,10,7,21,38,14
Facility 14,2019-05-14,2019-05-16,Sofala,Dondo,8,13,17,38,14
Facility 21,2019-05-16,2019-05-16,Sofala,Beira,9,8,12,29,21
Facility 9,2019-05-15,2019-05-16,Sofala,Nhamatanda,37,31,17,85,9
Facility 12,2019-05-15,2019-05-16,Sofala,Dondo,95,45,73,213,12
Facility 1,2019-05-15,2019-05-16,Sofala,Nhamatanda,32,21,46,99,1
Facility 15,2019-05-15,2019-05-16,Sofala,Buzi,11,18,21,50,15
Facility 15,2019-05-14,2019-05-16,Sofala,Buzi,27,23,10,60,15
Facility 24,2019-05-15,2019-05-16,Sofala,Beira,19,9,72,100,24
Facility 13,2019-05-15,2019-05-16,Sofala,Beira,0,0,0,0,13
Facility 38,2019-05-15,2019-05-16,Sofala,Beira,8,7,17,32,38
Facility 49,2019-05-15,2019-05-16,Sofala,Dondo,36,51,83,170,49
Facility 55,2019-05-15,2019-05-16,Sofala,Beira,22,5,35,62,55
Facility 3,2019-05-16,2019-05-16,Sofala,Dondo,10,4,10,24,3
Facility 2,2019-05-15,2019-05-16,Sofala,Beira,13,10,42,65,2
Facility 23,2019-05-15,2019-05-16,Sofala,Dondo,6,5,19,30,23
Facility 22,2019-05-15,2019-05-16,Sofala,Beira,9,4,12,25,22
Facility 29,2019-05-15,2019-05-16,Sofala,Dondo,13,27,25,65,29
Facility 27,2019-05-15,2019-05-16,Sofala,Nhamatanda,9,14,7,30,27
Facility 27,2019-05-14,2019-05-16,Sofala,Nhamatanda,12,18,11,41,27
Facility 25,2019-05-15,2019-05-16,Sofala,Beira,2,0,6,8,25
Facility 58,2019-05-13,2019-05-16,Sofala,Nhamatanda,16,6,55,77,58
Facility 58,2019-05-12,2019-05-16,Sofala,Nhamatanda,0,0,0,0,58
Facility 58,2019-05-11,2019-05-16,Sofala,Nhamatanda,0,0,0,0,58
Facility 58,2019-05-10,2019-05-16,Sofala,Nhamatanda,0,0,16,16,58
Facility 34,2019-05-15,2019-05-15,Sofala,Dondo,10,6,13,29,34
Facility 25,2019-05-14,2019-05-15,Sofala,Beira,6,2,5,13,25
Facility 40,2019-05-14,2019-05-15,Sofala,Buzi,60,50,81,191,40
Facility 41,2019-04-25,2019-05-15,Sofala,Buzi,12,11,14,37,41
Facility 4,2019-05-15,2019-05-15,Sofala,Beira,25,22,19,66,4
Facility 50,2019-05-14,2019-05-15,Sofala,Nhamatanda,18,15,43,76,50
Facility 7,2019-05-14,2019-05-15,Sofala,Nhamatanda,26,23,17,66,7
Facility 30,2019-05-15,2019-05-15,Sofala,Beira,16,11,28,55,30
Facility 30,2019-05-14,2019-05-15,Sofala,Beira,22,18,31,71,30
Facility 37,2019-05-14,2019-05-15,Sofala,Beira,7,2,56,65,37
Facility 32,2019-05-15,2019-05-15,Sofala,Nhamatanda,35,54,50,139,32
Facility 46,2019-05-15,2019-05-15,Sofala,Dondo,2,3,8,13,46
Facility 54,2019-05-15,2019-05-15,Sofala,Buzi,3,5,4,12,54
Facility 46,2019-05-14,2019-05-15,Sofala,Dondo,9,4,7,20,46
Facility 10,2019-05-15,2019-05-15,Sofala,Beira,0,8,23,31,10
Facility 16,2019-05-14,2019-05-15,Sofala,Buzi,30,28,98,156,16
Facility 1,2019-05-14,2019-05-15,Sofala,Nhamatanda,34,21,42,97,1
Facility 1,2019-05-13,2019-05-15,Sofala,Nhamatanda,55,16,39,110,1
Facility 1,2019-05-12,2019-05-15,Sofala,Nhamatanda,12,5,3,20,1
Facility 1,2019-05-11,2019-05-15,Sofala,Nhamatanda,27,2,36,65,1
Facility 1,2019-05-10,2019-05-15,Sofala,Nhamatanda,38,12,38,88,1
Facility 1,2019-05-09,2019-05-15,Sofala,Nhamatanda,12,2,0,14,1
Facility 1,2019-05-08,2019-05-15,Sofala,Nhamatanda,4,4,0,8,1
Facility 1,2019-05-07,2019-05-15,Sofala,Nhamatanda,9,0,0,9,1
Facility 1,2019-05-06,2019-05-15,Sofala,Nhamatanda,3,2,2,7,1
Facility 53,2019-05-14,2019-05-15,Sofala,Beira,24,3,6,33,53
Facility 1,2019-05-05,2019-05-15,Sofala,Nhamatanda,0,0,0,0,1
Facility 6,2019-05-27,2019-05-28,Sofala,Dondo,14,13,22,49,6
Facility 6,2019-05-26,2019-05-28,Sofala,Dondo,0,0,0,0,6
Facility 34,2019-05-28,2019-05-28,Sofala,Dondo,10,6,7,23,34
Facility 34,2019-05-27,2019-05-28,Sofala,Dondo,9,13,19,41,34
Facility 4,2019-05-28,2019-05-28,Sofala,Beira,16,13,12,41,4
Facility 7,2019-05-27,2019-05-28,Sofala,Nhamatanda,16,17,28,61,7
Facility 47,2019-05-27,2019-05-28,Sofala,Buzi,33,24,26,83,47
Facility 51,2019-05-27,2019-05-28,Sofala,Nhamatanda,16,9,26,51,51
Facility 51,2019-05-25,2019-05-28,Sofala,Nhamatanda,14,8,15,37,51
Facility 51,2019-05-24,2019-05-28,Sofala,Nhamatanda,6,7,17,30,51
Facility 38,2019-05-28,2019-05-28,Sofala,Beira,8,5,15,28,38
Facility 10,2019-05-28,2019-05-28,Sofala,Beira,0,14,19,33,10
Facility 27,2019-05-27,2019-05-28,Sofala,Nhamatanda,9,17,9,35,27
Facility 12,2019-05-27,2019-05-28,Sofala,Dondo,47,39,86,172,12
Facility 14,2019-05-28,2019-05-28,Sofala,Dondo,7,3,6,16,14
Facility 30,2019-05-28,2019-05-28,Sofala,Beira,14,6,44,64,30
Facility 21,2019-05-28,2019-05-28,Sofala,Beira,32,10,12,54,21
Facility 25,2019-05-27,2019-05-28,Sofala,Beira,4,2,9,15,25
Facility 11,2019-05-27,2019-05-28,Sofala,Nhamatanda,33,34,114,181,11
Facility 2,2019-05-27,2019-05-28,Sofala,Beira,25,30,36,91,2
Facility 2,2019-05-25,2019-05-28,Sofala,Beira,10,10,42,62,2
Facility 2,2019-05-24,2019-05-28,Sofala,Beira,16,20,25,61,2
Facility 54,2019-05-27,2019-05-28,Sofala,Buzi,12,16,22,50,54
Facility 54,2019-05-26,2019-05-28,Sofala,Buzi,0,0,0,0,54
Facility 54,2019-05-25,2019-05-28,Sofala,Buzi,12,7,13,32,54
Facility 54,2019-05-24,2019-05-28,Sofala,Buzi,9,8,23,40,54
Facility 8,2019-05-27,2019-05-28,Sofala,Beira,4,3,9,16,8
Facility 36,2019-05-27,2019-05-28,Sofala,Dondo,13,17,17,47,36
Facility 38,2019-05-27,2019-05-28,Sofala,Beira,12,9,10,31,38
Facility 13,2019-05-27,2019-05-28,Sofala,Beira,0,0,0,0,13
Facility 15,2019-05-28,2019-05-28,Sofala,Buzi,32,29,41,102,15
Facility 53,2019-05-27,2019-05-28,Sofala,Beira,15,4,9,28,53
Facility 42,2019-05-27,2019-05-28,Sofala,Dondo,25,13,26,64,42
Facility 16,2019-05-27,2019-05-28,Sofala,Buzi,34,23,21,78,16
Facility 22,2019-05-27,2019-05-28,Sofala,Beira,10,6,18,34,22
Facility 55,2019-05-27,2019-05-28,Sofala,Beira,15,8,37,60,55
Facility 40,2019-05-27,2019-05-28,Sofala,Buzi,47,13,10,70,40
Facility 18,2019-05-27,2019-05-28,Sofala,Beira,7,5,11,23,18
Facility 29,2019-05-27,2019-05-28,Sofala,Dondo,30,35,35,100,29
Facility 3,2019-05-28,2019-05-28,Sofala,Dondo,16,8,15,39,3
Facility 48,2019-05-27,2019-05-28,Sofala,Dondo,8,9,26,43,48
Facility 26,2019-05-27,2019-05-28,Sofala,Beira,7,5,3,15,26
Facility 28,2019-04-30,2019-05-27,Sofala,Nhamatanda,31,28,36,95,28
Facility 28,2019-04-21,2019-05-27,Sofala,Nhamatanda,2,0,0,2,28
Facility 28,2019-04-20,2019-05-27,Sofala,Nhamatanda,0,0,1,1,28
Facility 28,2019-04-19,2019-05-27,Sofala,Nhamatanda,2,2,4,8,28
Facility 28,2019-04-18,2019-05-27,Sofala,Nhamatanda,11,9,13,33,28
Facility 28,2019-04-17,2019-05-27,Sofala,Nhamatanda,22,5,12,39,28
Facility 28,2019-04-16,2019-05-27,Sofala,Nhamatanda,29,19,23,71,28
Facility 28,2019-04-15,2019-05-27,Sofala,Nhamatanda,26,16,27,69,28
Facility 28,2019-04-14,2019-05-27,Sofala,Nhamatanda,2,0,0,2,28
Facility 28,2019-04-13,2019-05-27,Sofala,Nhamatanda,0,0,2,2,28
Facility 28,2019-04-12,2019-05-27,Sofala,Nhamatanda,22,17,23,62,28
Facility 28,2019-04-11,2019-05-27,Sofala,Nhamatanda,28,12,14,54,28
Facility 28,2019-04-10,2019-05-27,Sofala,Nhamatanda,25,10,24,59,28
Facility 28,2019-04-09,2019-05-27,Sofala,Nhamatanda,1,1,1,3,28
Facility 28,2019-04-08,2019-05-27,Sofala,Nhamatanda,0,0,0,0,28
Facility 28,2019-04-07,2019-05-27,Sofala,Nhamatanda,0,0,0,0,28
Facility 28,2019-04-06,2019-05-27,Sofala,Nhamatanda,16,7,23,46,28
Facility 28,2019-04-05,2019-05-27,Sofala,Nhamatanda,31,17,21,69,28
Facility 28,2019-04-04,2019-05-27,Sofala,Nhamatanda,0,0,2,2,28
Facility 28,2019-04-03,2019-05-27,Sofala,Nhamatanda,0,0,0,0,28
Facility 28,2019-04-02,2019-05-27,Sofala,Nhamatanda,0,0,1,1,28
Facility 28,2019-04-01,2019-05-27,Sofala,Nhamatanda,18,6,8,32,28
Facility 28,2019-03-31,2019-05-27,Sofala,Nhamatanda,2,1,2,5,28
Facility 28,2019-03-30,2019-05-27,Sofala,Nhamatanda,0,0,0,0,28
Facility 28,2019-03-29,2019-05-27,Sofala,Nhamatanda,21,5,14,40,28
Facility 28,2019-03-28,2019-05-27,Sofala,Nhamatanda,18,8,10,36,28
Facility 28,2019-03-27,2019-05-27,Sofala,Nhamatanda,20,8,13,41,28
Facility 28,2019-03-26,2019-05-27,Sofala,Nhamatanda,12,10,20,42,28
Facility 28,2019-03-25,2019-05-27,Sofala,Nhamatanda,27,8,20,55,28
Facility 28,2019-03-24,2019-05-27,Sofala,Nhamatanda,0,0,0,0,28
Facility 28,2019-03-23,2019-05-27,Sofala,Nhamatanda,0,0,0,0,28
Facility 28,2019-03-22,2019-05-27,Sofala,Nhamatanda,15,0,27,42,28
Facility 28,2019-03-21,2019-05-27,Sofala,Nhamatanda,19,1,18,38,28
Facility 28,2019-03-20,2019-05-27,Sofala,Nhamatanda,9,7,23,39,28
Facility 28,2019-03-19,2019-05-27,Sofala,Nhamatanda,5,1,8,14,28
Facility 28,2019-03-18,2019-05-27,Sofala,Nhamatanda,5,2,5,12,28
Facility 28,2019-05-20,2019-05-27,Sofala,Nhamatanda,44,14,28,86,28
Facility 28,2019-05-19,2019-05-27,Sofala,Nhamatanda,1,0,0,1,28
Facility 28,2019-05-18,2019-05-27,Sofala,Nhamatanda,10,11,17,38,28
Facility 28,2019-05-17,2019-05-27,Sofala,Nhamatanda,18,9,23,50,28
Facility 28,2019-05-16,2019-05-27,Sofala,Nhamatanda,39,17,24,80,28
Facility 28,2019-05-15,2019-05-27,Sofala,Nhamatanda,36,18,28,82,28
Facility 28,2019-05-14,2019-05-27,Sofala,Nhamatanda,41,30,31,102,28
Facility 28,2019-05-13,2019-05-27,Sofala,Nhamatanda,7,3,8,18,28
Facility 28,2019-05-12,2019-05-27,Sofala,Nhamatanda,2,0,2,4,28
Facility 30,2019-05-27,2019-05-27,Sofala,Beira,10,7,31,48,30
Facility 30,2019-05-26,2019-05-27,Sofala,Beira,5,19,28,52,30
Facility 28,2019-05-11,2019-05-27,Sofala,Nhamatanda,1,2,2,5,28
Facility 30,2019-05-25,2019-05-27,Sofala,Beira,6,2,35,43,30
Facility 28,2019-05-10,2019-05-27,Sofala,Nhamatanda,3,2,1,6,28
Facility 28,2019-05-09,2019-05-27,Sofala,Nhamatanda,0,0,1,1,28
Facility 28,2019-05-08,2019-05-27,Sofala,Nhamatanda,24,10,15,49,28
